"SourcePath"	"Line"	"Contexts"	"Review"	"Reason"	"SourceSHA256"
"HGame/Classes/baseWand.uc"	"425"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"455"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"476"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"480"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"484"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"500"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"502"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"503"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/baseWand.uc"	"575"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"4EE59FAB18A89C4DEC122874DD240DE6FCC14D0263D29E009ACAF5D275CA66F6"
"HGame/Classes/Cutscene/CutScript.uc"	"221"	"LOCAL_PLAYER_CONTEXT"	"REVIEWED"	"Camera/input/console/HUD; must fan presentation out to owning clients"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"270"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"271"	"LOCAL_PLAYER_CONTEXT"	"REVIEWED"	"Camera/input/console/HUD; must fan presentation out to owning clients"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"287"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"288"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"289"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"290"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"292"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"300"	"LOCAL_PLAYER_CONTEXT"	"REVIEWED"	"Camera/input/console/HUD; must fan presentation out to owning clients"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"973"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"985"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"998"	"LOCAL_PLAYER_CONTEXT"	"REVIEWED"	"Camera/input/console/HUD; must fan presentation out to owning clients"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1004"	"LOCAL_PLAYER_CONTEXT"	"REVIEWED"	"Camera/input/console/HUD; must fan presentation out to owning clients"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1065"	"LOCAL_PLAYER_CONTEXT"	"REVIEWED"	"Camera/input/console/HUD; must fan presentation out to owning clients"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1070"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1076"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1083"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1091"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1097"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1111"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1121"	"GLOBAL_STORY_CONTEXT|LOCAL_PLAYER_CONTEXT"	"REVIEW_REQUIRED"	"Story and presentation mixed; classify operation not alias spelling"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1271"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1298"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1302"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1303"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1309"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1313"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1314"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1746"	"LOCAL_PLAYER_CONTEXT"	"REVIEWED"	"Camera/input/console/HUD; must fan presentation out to owning clients"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/Cutscene/CutScript.uc"	"1755"	"GLOBAL_STORY_CONTEXT"	"REVIEWED"	"Canonical story action/state; execute once on authority"	"5B0BF7B796BB89FC5114879830290074898408D166BA4CCB1205CDF17971AD0E"
"HGame/Classes/baseDialog.uc"	"8"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"DECLARATION_OR_COMMENT"	"Lexical occurrence; not an executable operation"	"98E215C6EA13A201634A7201DA70C98E7827FFB40C69997A17167FC0FC203B9A"
"HGame/Classes/baseDialog.uc"	"18"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"98E215C6EA13A201634A7201DA70C98E7827FFB40C69997A17167FC0FC203B9A"
"HGame/Classes/baseDialog.uc"	"21"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"98E215C6EA13A201634A7201DA70C98E7827FFB40C69997A17167FC0FC203B9A"
"HGame/Classes/baseDialog.uc"	"70"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"98E215C6EA13A201634A7201DA70C98E7827FFB40C69997A17167FC0FC203B9A"
"HGame/Classes/baseDialog.uc"	"73"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"98E215C6EA13A201634A7201DA70C98E7827FFB40C69997A17167FC0FC203B9A"
"HGame/Classes/HChar.uc"	"94"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"98"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"111"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"116"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"120"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"262"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"265"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"304"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"333"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"388"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"458"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"459"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"462"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"465"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"495"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"500"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"506"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"632"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"636"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"688"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"690"	"AI_TARGET_CONTEXT|GLOBAL_STORY_CONTEXT"	"REVIEWED_MIXED"	"AI cutscene gate incorrectly reads HUD on dedicated authority"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"692"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"693"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"698"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"742"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"748"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"764"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"796"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"800"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"806"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"811"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"813"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
"HGame/Classes/HChar.uc"	"814"	"LOCAL_PLAYER_CONTEXT|GLOBAL_STORY_CONTEXT|AI_TARGET_CONTEXT"	"REVIEW_REQUIRED"	"Mixed legacy alias; inspect operation and callers before edits"	"8DA013B92C445BD5A675F1BCC3609A47319BB9C318ED75613C01397A9C657FAD"
